#Annotated with Bakta (v1.6.1): https://github.com/oschwengers/bakta
#Database (v4.0): https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_6	cds	60932	61570	-	PGH39_09805	rimL	N-acetyltransferase	COG:COG1670, COG:JO, RefSeq:WP_027264886.1, SO:0001217, UniParc:UPI0001E3C645, UniRef:UniRef100_A0A4T1E385, UniRef:UniRef50_Q5WZS5, UniRef:UniRef90_Q5WZS5
contig_6	cds	61609	62286	-	PGH39_09810	yhhQ	7-cyano-7-deazaguanine/7-aminomethyl-7-deazaguanine transporter	COG:COG1738, COG:J, KEGG:K09125, RefSeq:WP_050566901.1, SO:0001217, UniParc:UPI0001E3C644, UniRef:UniRef100_A0A4Q5N6R5, UniRef:UniRef50_A0A078KWL2, UniRef:UniRef90_A0A378K4M2
contig_6	cds	62564	63808	+	PGH39_09815	srmB	ATP-dependent RNA helicase RhlE	COG:COG0513, COG:L, RefSeq:WP_040147759.1, SO:0001217, UniParc:UPI00058E4F4E, UniRef:UniRef100_A0A4V4PAR1, UniRef:UniRef50_M4U462, UniRef:UniRef90_A0A378K1G6
contig_6	cds	63930	65081	+	PGH39_09820	oLE1	acyl-CoA desaturase	COG:COG1398, COG:I, RefSeq:WP_011945492.1, SO:0001217, UniParc:UPI00015279BC, UniRef:UniRef100_A0A4T1B7M1, UniRef:UniRef50_A0A098GDC3, UniRef:UniRef90_A0A2S6F7U2
contig_6	cds	65168	65509	-	PGH39_09825	arsC	arsenate reductase (glutaredoxin)	COG:COG1393, COG:P, RefSeq:WP_011214565.1, SO:0001217, UniParc:UPI0000445494, UniRef:UniRef100_A0A4V1ZI12, UniRef:UniRef50_A0A2E9XWX5, UniRef:UniRef90_A0A2S6FC97
contig_6	cds	65669	66622	-	PGH39_09830		hypothetical protein	RefSeq:WP_038837227.1, SO:0001217, UniParc:UPI0001E3C643, UniRef:UniRef100_A0A378KAQ4, UniRef:UniRef50_A0A378JVK9, UniRef:UniRef90_Q5WZT0
contig_6	cds	66855	67580	-	PGH39_09835	ceg9	Dot/Icm T4SS effector Ceg9	RefSeq:WP_038837225.1, SO:0001217, UniParc:UPI0001E3C642, UniRef:UniRef100_A0A4T1FLC0, UniRef:UniRef50_Q5WZT1, UniRef:UniRef90_Q5WZT1
contig_6	cds	67778	71140	+	PGH39_09840	gdh2	NAD-specific glutamate dehydrogenase	COG:COG2902, COG:E, RefSeq:WP_171945248.1, SO:0001217, UniParc:UPI0001E3C641, UniRef:UniRef100_A0A4T0ZT73, UniRef:UniRef50_A0A1G0H7R9, UniRef:UniRef90_A0A378K9K6
contig_6	cds	71192	72586	+	PGH39_09845	lpd	pyridine nucleotide-disulfide oxidoreductase	COG:C, COG:COG1249, RefSeq:WP_038837223.1, SO:0001217, UniParc:UPI0001E3C640, UniRef:UniRef100_A0A4Q5N6V5, UniRef:UniRef50_A0A378LV27, UniRef:UniRef90_A0A130YUV9
contig_6	cds	72916	73515	+	PGH39_09850	fabG	short chain dehydrogenase	COG:COG1028, COG:I, RefSeq:WP_038837215.1, SO:0001217, UniParc:UPI0001E3C63F, UniRef:UniRef100_A0A4T1E375, UniRef:UniRef50_A0A0J5LZS3, UniRef:UniRef90_A0A131NBQ2
contig_6	ncRNA	73626	73705	+	PGH39_09855	LPR69	Legionella RNA 69	RFAM:RF02823, SO:0000655
contig_6	cds	73803	74690	-	PGH39_09860	serA	3-phosphoglycerate dehydrogenase	COG:COG0111, COG:H, RefSeq:WP_038837213.1, SO:0001217, UniParc:UPI0001E3C63D, UniRef:UniRef100_A0A4T1FL38, UniRef:UniRef50_A0A378IHT1, UniRef:UniRef90_A0A822WF47
contig_6	cds	74814	75746	-	PGH39_09865	glsA	glutaminase A	COG:COG2066, COG:E, EC:3.5.1.2, GO:0004359, GO:0006541, RefSeq:WP_038837210.1, SO:0001217, UniParc:UPI0001E3C63C, UniRef:UniRef100_A0A378KFG5, UniRef:UniRef50_Q5ZYX0, UniRef:UniRef90_Q5ZYX0
contig_6	cds	75981	76748	-	PGH39_09870		DNA repair protein	SO:0001217, UniRef:UniRef50_A0A8D6LU48, UniRef:UniRef90_Q5WZT7
contig_6	cds	76840	78192	-	PGH39_09875	gabT	4-aminobutyrate--2-oxoglutarate transaminase	COG:COG0160, COG:E, SO:0001217, UniParc:UPI0001E3C63A, UniRef:UniRef100_A0A378KCE7, UniRef:UniRef50_A0A850B9R2, UniRef:UniRef90_A0A2S6F7V3
contig_6	cds	78167	79633	-	PGH39_09880	betB	aldehyde dehydrogenase	COG:COG1012, COG:I, RefSeq:WP_038837202.1, SO:0001217, UniParc:UPI0005762C22, UniRef:UniRef100_A0A4T1FMT8, UniRef:UniRef50_A0A0D6XSY0, UniRef:UniRef90_Q5WZT9
contig_6	cds	79650	80444	-	PGH39_09885	menH	alpha/beta hydrolase	COG:COG0596, COG:HR, RefSeq:WP_038837200.1, SO:0001217, UniParc:UPI0001E3C638, UniRef:UniRef100_A0A4T1E362, UniRef:UniRef50_A0A378K0S2, UniRef:UniRef90_A0A378K0S2
contig_6	cds	80726	82705	+	PGH39_09890		hypothetical protein	RefSeq:WP_040147761.1, SO:0001217, UniParc:UPI00058BD329, UniRef:UniRef100_A0A378KBE3, UniRef:UniRef50_D3HTN5, UniRef:UniRef90_Q5WZU1
contig_6	cds	82800	83282	+	PGH39_09895		CENP-V/GFA domain-containing protein	COG:COG3791, COG:S, RefSeq:WP_011214553.1, SO:0001217, UniParc:UPI0000445488, UniRef:UniRef100_A0A4Q5NAL7, UniRef:UniRef50_A0A0A8UUB0, UniRef:UniRef90_A0A140J0X3
contig_6	cds	83702	88192	+	PGH39_09900	sidE	T4SS effector NAD-dependent ubiquitin ligase SidE	COG:COG0419, COG:L, GO:0000166, GO:0008234, GO:0016579, GO:0106274, RefSeq:WP_038837197.1, SO:0001217, UniParc:UPI0001E3C635, UniRef:UniRef100_A0A4Q5N6U6, UniRef:UniRef50_Q5ZTK4, UniRef:UniRef90_Q5ZYX7
contig_6	cds	88491	90083	+	PGH39_09905	ilvB	benzoylformate decarboxylase	COG:COG0028, COG:EH, RefSeq:WP_038837195.1, SO:0001217, UniParc:UPI0001E3C634, UniRef:UniRef100_A0A378KJM6, UniRef:UniRef50_A0A378K5F1, UniRef:UniRef90_A0A378K5F1
contig_6	cds	90200	90733	-	PGH39_09910	fur	Fe2+ or Zn2+ uptake regulation protein Fur/Zur	COG:COG0735, COG:P, SO:0001217, UniParc:UPI000044215A, UniRef:UniRef100_A0A2S6FC27, UniRef:UniRef50_A0A0W0TMH9, UniRef:UniRef90_A0A378KP92
contig_6	cds	90977	93535	+	PGH39_09915		HAD family hydrolase	RefSeq:WP_038837191.1, SO:0001217, UniParc:UPI0001E3C632, UniRef:UniRef100_A0A4T1FL06, UniRef:UniRef50_A0A098G2M1, UniRef:UniRef90_A0A378K2A4
contig_6	cds	93678	95807	+	PGH39_09920		diguanylate cyclase	RefSeq:WP_038837189.1, SO:0001217, UniParc:UPI0001E3C631, UniRef:UniRef100_A0A4Q5N6T2, UniRef:UniRef50_A0A378K1E6, UniRef:UniRef90_Q5WZU8
contig_6	cds	96019	96852	+	PGH39_09925		Heme oxygenase	RefSeq:WP_027264909.1, SO:0001217, UniParc:UPI0001E3C630, UniRef:UniRef100_A0A378KCD8, UniRef:UniRef50_A0A0W0YZN9, UniRef:UniRef90_Q5WZU9
contig_6	cds	96904	98469	+	PGH39_09930	potE	APC family permease	COG:COG0531, COG:E, RefSeq:WP_038837187.1, SO:0001217, UniParc:UPI0001E3C62F, UniRef:UniRef100_A0A4T1FMS4, UniRef:UniRef50_A0A0W0TIM2, UniRef:UniRef90_A0A822WBF8
contig_6	cds	98640	99746	-	PGH39_09935		Type IV secretion protein Dot	RefSeq:WP_038837185.1, SO:0001217, UniParc:UPI0001E3C62E, UniRef:UniRef100_A0A4T1FMS3, UniRef:UniRef50_Q5WZV0, UniRef:UniRef90_Q5WZV0
contig_6	cds	99929	101326	-	PGH39_09940	tolC	TolC family protein	COG:COG1538, COG:M, RefSeq:WP_011214545.1, SO:0001217, UniParc:UPI0000445480, UniRef:UniRef100_A0A378KBD3, UniRef:UniRef50_A0A0W0XL94, UniRef:UniRef90_A0A140J9F2
contig_6	cds	101323	102309	-	PGH39_09945	emrA	RND transporter	COG:COG1566, COG:V, RefSeq:WP_014840872.1, SO:0001217, UniParc:UPI0001E3C62D, UniRef:UniRef100_A0A130SFA5, UniRef:UniRef50_Q5WZV2, UniRef:UniRef90_Q5WZV2
contig_6	cds	102306	103895	-	PGH39_09950		ABC transporter ATP-binding protein	RefSeq:WP_072401560.1, SO:0001217, UniParc:UPI0001E3C59C, UniRef:UniRef100_A0A378KEF8, UniRef:UniRef50_A0A0W0TMC6, UniRef:UniRef90_A0A378K9I5
contig_6	cds	103937	104788	-	PGH39_09955	lysR	LysR family transcriptional regulator	COG:COG0583, COG:K, RefSeq:WP_027226638.1, SO:0001217, UniParc:UPI0001E3C59B, UniRef:UniRef100_A0A131FCJ1, UniRef:UniRef50_Q5WZV4, UniRef:UniRef90_Q5WZV4
contig_6	cds	104890	106410	+	PGH39_09960	nuoL	oxidoreductase	COG:C, COG:COG1009, RefSeq:WP_038837182.1, SO:0001217, UniParc:UPI0001E3C59A, UniRef:UniRef100_A0A4Q5N6N2, UniRef:UniRef50_A0A377GLY2, UniRef:UniRef90_A0A378K5D9
contig_6	cds	106425	108713	+	PGH39_09965	dabA	putative inorganic carbon transporter subunit DabA	COG:C, COG:COG3002, GO:0005886, GO:0008270, RefSeq:WP_040147768.1, SO:0001217, UniParc:UPI000591345E, UniRef:UniRef100_A0A4T1FKZ7, UniRef:UniRef50_Q5ZYZ0, UniRef:UniRef90_Q5ZYZ0
contig_6	cds	108727	109080	+	PGH39_09970	glnK	transcriptional regulator	COG:COG0347, COG:TE, RefSeq:WP_011214539.1, SO:0001217, UniParc:UPI000044547A, UniRef:UniRef100_A0A378KCD1, UniRef:UniRef50_A0A0W0SKC8, UniRef:UniRef90_A0A140J9E8
contig_6	cds	109105	109944	+	PGH39_09975		hypothetical protein	PFAM:PF20376.1, RefSeq:WP_011945462.1, SO:0001217, UniParc:UPI000152787A, UniRef:UniRef100_A0A2S8CEI5, UniRef:UniRef50_Q5WZV8, UniRef:UniRef90_Q5WZV8
contig_6	cds	110004	110504	+	PGH39_09980	purE	5-(carboxyamino)imidazole ribonucleotide mutase	COG:COG0041, COG:F, RefSeq:WP_038837155.1, SO:0001217, UniParc:UPI0001E3C599, UniRef:UniRef100_A0A4V1ZI09, UniRef:UniRef50_P12044, UniRef:UniRef90_A0A3A6VVA2
contig_6	cds	110501	111580	+	PGH39_09985	purK	5-(carboxyamino)imidazole ribonucleotide synthase	COG:COG0026, COG:F, RefSeq:WP_038837153.1, SO:0001217, UniParc:UPI0001E3C598, UniRef:UniRef100_A0A4Q5N8D8, UniRef:UniRef50_B5JS63, UniRef:UniRef90_Q5WZW0
contig_6	cds	112000	112884	-	PGH39_09990	lysR	LysR family transcriptional regulator	COG:COG0583, COG:K, RefSeq:WP_011214534.1, SO:0001217, UniParc:UPI0000445475, UniRef:UniRef100_A0A4T1FSE7, UniRef:UniRef50_A0A3M5N992, UniRef:UniRef90_A0A378K0Q5
contig_6	cds	112990	113379	+	PGH39_09995		CidA/LrgA family protein	RefSeq:WP_027264918.1, SO:0001217, UniParc:UPI0001E3C596, UniRef:UniRef100_A0A4Q5N6S7, UniRef:UniRef50_A0A0W0ZUE8, UniRef:UniRef90_A0A130NX04
contig_6	cds	113357	114064	+	PGH39_10000	lrgB	murein hydrolase effector protein LrgB	COG:COG1346, COG:M, RefSeq:WP_011214532.1, SO:0001217, UniParc:UPI0000445473, UniRef:UniRef100_A0A131NDD7, UniRef:UniRef50_A0A2H5FHV1, UniRef:UniRef90_A0A131NDD7
contig_6	cds	114159	115574	+	PGH39_10005	phrB	deoxyribodipyrimidine photolyase	COG:COG0415, COG:L, RefSeq:WP_040147773.1, SO:0001217, UniParc:UPI0005915FD9, UniRef:UniRef100_A0A4T1E350, UniRef:UniRef50_A0A377GCB4, UniRef:UniRef90_A0A378K2H5
contig_6	cds	115607	116080	+	PGH39_10010	tspO	Tryptophan-rich sensory protein	COG:COG3476, COG:T, RefSeq:WP_027264920.1, SO:0001217, UniParc:UPI0001E3C595, UniRef:UniRef100_A0A378KFD5, UniRef:UniRef50_A0A1E5JP43, UniRef:UniRef90_Q5WZW6
contig_6	cds	116222	116809	-	PGH39_10015	ravG	Dot/Icm T4SS effector RavG	SO:0001217, UniRef:UniRef50_A0A078KP02, UniRef:UniRef90_Q5WZW7
contig_6	cds	116890	118860	-	PGH39_10020		hypothetical protein	RefSeq:WP_038837150.1, SO:0001217, UniParc:UPI0001E3C593, UniRef:UniRef100_A0A4T1E3C0, UniRef:UniRef50_A0A4T1E3C0, UniRef:UniRef90_A0A4T1E3C0
contig_6	cds	118879	121764	-	PGH39_10025	sPS1	protein kinase	COG:COG0515, COG:T, RefSeq:WP_038837174.1, SO:0001217, UniParc:UPI0001E3C592, UniRef:UniRef100_A0A4T1E3J0, UniRef:UniRef50_A0A4T1E3J0, UniRef:UniRef90_A0A4T1E3J0
contig_6	cds	122132	122545	+	PGH39_10030		DUF2177 domain-containing protein	COG:COG4852, COG:S, RefSeq:WP_011214526.1, SO:0001217, UniParc:UPI000044546D, UniRef:UniRef100_A0A378KAK5, UniRef:UniRef50_A0A0W0Z0P5, UniRef:UniRef90_A0A140J9D6
contig_6	cds	122550	124088	-	PGH39_10035		cryptochrome/photolyase family protein	COG:COG3046, COG:R, RefSeq:WP_040147776.1, SO:0001217, UniParc:UPI0001E3C591, UniRef:UniRef100_A0A378KBB3, UniRef:UniRef50_A9CH39, UniRef:UniRef90_A0A2S6FC44
contig_6	cds	124105	124803	-	PGH39_10040	fabG	2-deoxy-D-gluconate 3-dehydrogenase	COG:COG1028, COG:I, RefSeq:WP_027264924.1, SO:0001217, UniParc:UPI0001E3C590, UniRef:UniRef100_A0A378KB90, UniRef:UniRef50_A0A0W0UBX4, UniRef:UniRef90_A0A822W8V9
contig_6	cds	124886	126673	+	PGH39_10045	yloV	EDD domain protein	COG:COG1461, COG:R, KEGG:K25232, RefSeq:WP_038837148.1, SO:0001217, UniParc:UPI0001E3C58F, UniRef:UniRef100_A0A4Q5N6R7, UniRef:UniRef50_A0A0A8UVH5, UniRef:UniRef90_Q5WZX3
contig_6	cds	126663	127199	+	PGH39_10050		DUF2878 domain-containing protein	RefSeq:WP_038837146.1, SO:0001217, UniParc:UPI0001E3C58E, UniRef:UniRef100_A0A4T1E341, UniRef:UniRef50_A0A140ISI5, UniRef:UniRef90_A0A2S6FBZ8
contig_6	cds	127205	127981	+	PGH39_10055		Steroid 5-alpha reductase family enzyme	COG:COG3752, COG:R, RefSeq:WP_229295274.1, SO:0001217, UniParc:UPI0001E3C58D, UniRef:UniRef100_A0A4T1ZBR3, UniRef:UniRef50_A0A0A8US00, UniRef:UniRef90_Q5WZX5
contig_6	cds	127982	128971	-	PGH39_10060	cydB	cytochrome d ubiquinol oxidase subunit II	COG:C, COG:COG1294, EC:7.1.1.7, KEGG:K00426, RefSeq:WP_011214520.1, SO:0001217, UniParc:UPI0000445467, UniRef:UniRef100_A0A378KFC5, UniRef:UniRef50_W0BG07, UniRef:UniRef90_A0A5R4SP32
contig_6	cds	128971	130341	-	PGH39_10065	appC	cytochrome ubiquinol oxidase subunit I	COG:C, COG:COG1271, EC:7.1.1.7, KEGG:K00425, RefSeq:WP_038837143.1, SO:0001217, UniParc:UPI0001E3C58C, UniRef:UniRef100_A0A378KEQ3, UniRef:UniRef50_A0A0A8UWN8, UniRef:UniRef90_A0A131NDI3
contig_6	cds	130539	130856	-	PGH39_10070	ybjQ	UPF0145 protein LPC_0273	COG:COG0393, COG:S, RefSeq:WP_011945443.1, SO:0001217, UniParc:UPI00015277E6, UniRef:UniRef100_A5IA69, UniRef:UniRef50_Q5ZZ14, UniRef:UniRef90_Q5ZZ14
contig_6	cds	131248	132501	+	PGH39_10075	ravF	Dot/Icm T4SS effector RavF	RefSeq:WP_038837140.1, SO:0001217, UniParc:UPI0001E3C58B, UniRef:UniRef100_A0A4T1FMQ0, UniRef:UniRef50_Q5WZX9, UniRef:UniRef90_Q5WZX9
contig_6	cds	132715	133707	+	PGH39_10080	ravE	Dot/Icm T4SS effector RavE	SO:0001217, UniRef:UniRef50_Q5WZY0, UniRef:UniRef90_Q5WZY0
contig_6	cds	133839	136088	+	PGH39_10085	katA	catalase/(hydro)peroxidase	COG:COG0376, COG:P, EC:1.11.1.21, GO:0004096, GO:0006979, GO:0020037, GO:0042597, GO:0042744, GO:0046872, RefSeq:WP_038837134.1, SO:0001217, UniParc:UPI0001E3C589, UniRef:UniRef100_A0A4Q5N6Q2, UniRef:UniRef50_Q04657, UniRef:UniRef90_Q5ZZ17, VFDB:VFC0282, VFDB:VFG001861
contig_6	cds	136590	137159	+	PGH39_10090		Hsp20/alpha crystallin family protein	RefSeq:WP_038837132.1, SO:0001217, UniParc:UPI0001E3C588, UniRef:UniRef100_A0A4T1ZBR5, UniRef:UniRef50_D3HMI8, UniRef:UniRef90_A0A4T1ZBR5
contig_6	cds	137366	138319	-	PGH39_10095	ceg5	Dot/Icm T4SS effector Ceg5	RefSeq:WP_038837129.1, SO:0001217, UniParc:UPI0001E3C587, UniRef:UniRef100_A0A4T1FKU5, UniRef:UniRef50_A0A2S6FBY9, UniRef:UniRef90_A0A140J9C3
contig_6	cds	138697	139563	+	PGH39_10100		hypothetical protein	RefSeq:WP_038837127.1, SO:0001217, UniParc:UPI0001E3C586, UniRef:UniRef100_A0A4Q5N6R9, UniRef:UniRef50_A0A4Q5N6R9, UniRef:UniRef90_A0A4Q5N6R9
contig_6	cds	139703	140764	-	PGH39_10105	caiB	Crotonobetainyl-CoA:carnitine CoA-transferase CaiB and related acyl-CoA transferases	COG:COG1804, COG:I, RefSeq:WP_038837126.1, SO:0001217, UniParc:UPI0001E3C585, UniRef:UniRef100_A0A4T1FKZ3, UniRef:UniRef50_A0A378K0D5, UniRef:UniRef90_A0A378K0D5
contig_6	cds	140902	142311	-	PGH39_10110	argE	Acetylornithine deacetylase/Succinyl-diaminopimelate desuccinylase or related deacylase	COG:COG0624, COG:E, RefSeq:WP_038837124.1, SO:0001217, UniParc:UPI0001E3C584, UniRef:UniRef100_A0A4T1FKX2, UniRef:UniRef50_A0A378K0Z0, UniRef:UniRef90_A0A378K0Z0
contig_6	cds	142570	144063	-	PGH39_10115	ppro0129	amine oxidase	COG:COG2907, COG:R, SO:0001217, UniParc:UPI0001E3C583, UniRef:UniRef100_A0A4Q5N6P3, UniRef:UniRef50_A0A0W0YVL2, UniRef:UniRef90_A0A2S6FC42
contig_6	cds	144394	144846	+	PGH39_10120		hypothetical protein	RefSeq:WP_038837121.1, SO:0001217, UniParc:UPI000577E232, UniRef:UniRef100_A0A4Q5N6N9, UniRef:UniRef50_Q5WZY5, UniRef:UniRef90_Q5WZY5
contig_6	cds	144893	145846	-	PGH39_10125		NAD(+)--arginine ADP-ribosyltransferase Lart1	SO:0001217, UniRef:UniRef50_Q5ZZ30, UniRef:UniRef90_Q5WZY6
contig_6	cds	146013	146855	+	PGH39_10130	htpX	zinc metalloprotease HtpX	COG:COG0501, COG:O, EC:3.4.24.-, GO:0004222, GO:0005886, GO:0006508, GO:0008270, GO:0016021, KEGG:K03799, RefSeq:WP_011945434.1, SO:0001217, UniParc:UPI00015277DD, UniRef:UniRef100_A5IA60, UniRef:UniRef50_Q5ZZ31, UniRef:UniRef90_Q5ZZ31
contig_6	cds	147030	147848	-	PGH39_10135		hypothetical protein	RefSeq:WP_038837119.1, SO:0001217, UniParc:UPI0001E3C4BE, UniRef:UniRef100_A0A378KB92, UniRef:UniRef50_A0A140J0S5, UniRef:UniRef90_A0A378KB92
contig_6	cds	147953	148927	-	PGH39_10140	ubiG	SAM-dependent methyltransferase	COG:COG2227, COG:H, RefSeq:WP_027264940.1, SO:0001217, UniParc:UPI0001E3C4BD, UniRef:UniRef100_A0A378KB73, UniRef:UniRef50_A0A0W1ADA3, UniRef:UniRef90_Q5WZY8
contig_6	cds	149084	150316	-	PGH39_10145	accC	ATP-grasp domain-containing protein	COG:COG0439, COG:I, RefSeq:WP_010945939.1, SO:0001217, UniParc:UPI0000442127, UniRef:UniRef100_A0A2S6FC28, UniRef:UniRef50_A0A6N4WYW9, UniRef:UniRef90_Q5WZY9
contig_6	cds	150313	151461	-	PGH39_10150	araJ	MFS transporter	COG:COG2814, COG:G, RefSeq:WP_038837117.1, SO:0001217, UniParc:UPI0001E3C4BC, UniRef:UniRef100_A0A4T1FKT9, UniRef:UniRef50_Q5WZZ0, UniRef:UniRef90_Q5WZZ0
contig_6	cds	151458	152900	-	PGH39_10155	ubiH	FAD-binding protein	COG:COG0654, COG:HC, EC:1.14.13.7, KEGG:K03380, RefSeq:WP_040147785.1, SO:0001217, UniParc:UPI00058DA819, UniRef:UniRef100_A0A4T1E324, UniRef:UniRef50_A0A378II36, UniRef:UniRef90_A0A378K1B0
contig_6	cds	152897	153733	-	PGH39_10160	tauD	pyoverdine biosynthesis protein PvcB	COG:COG2175, COG:Q, RefSeq:WP_027220564.1, SO:0001217, UniParc:UPI0001E3C4BB, UniRef:UniRef100_A0A128XFN8, UniRef:UniRef50_K7Z9B7, UniRef:UniRef90_Q5WZZ2
contig_6	cds	153723	154772	-	PGH39_10165	dit1	Pyoverdine/dityrosine biosynthesis protein Dit1	COG:COG3207, COG:Q, EC:4.1.99.24, KEGG:K22952, RefSeq:WP_027264944.1, SO:0001217, UniParc:UPI0001E3C4BA, UniRef:UniRef100_A0A8D6LU16, UniRef:UniRef50_Q6MN12, UniRef:UniRef90_A0A8D6LU16
contig_6	cds	154883	155743	+	PGH39_10170	lysR	LysR family transcriptional regulator	COG:COG0583, COG:K, RefSeq:WP_010945934.1, SO:0001217, UniParc:UPI0000442122, UniRef:UniRef100_A0A2S6FC35, UniRef:UniRef50_Q5WZZ4, UniRef:UniRef90_Q5WZZ4
contig_6	cds	155872	156570	-	PGH39_10175		lpg0172 family Dot/Icm T4SS effector	SO:0001217, UniRef:UniRef50_A0A4T1E393, UniRef:UniRef90_A0A4T1E393
contig_6	cds	156787	157353	+	PGH39_10180		F-box protein	RefSeq:WP_027264946.1, SO:0001217, UniParc:UPI0001E3C4B8, UniRef:UniRef100_A0A378KAH8, UniRef:UniRef50_A0A222P2V7, UniRef:UniRef90_Q5WZZ5
contig_6	cds	157619	158374	+	PGH39_10185	lPG_RS00870	ABC transporter permease	COG:COG0767, COG:M, KEGG:K02066, RefSeq:WP_027264947.1, SO:0001217, UniParc:UPI0001E3C4B7, UniRef:UniRef100_A0A378KB83, UniRef:UniRef50_A0A0A8UVD3, UniRef:UniRef90_Q5WZZ6, VFDB:VFC0086, VFDB:VFG045483
contig_6	cds	158382	159128	+	PGH39_10190	mlaD	Periplasmic subunit MlaD of the ABC-type intermembrane phospholipid transporter Mla	COG:COG1463, COG:M, RefSeq:WP_016356712.1, SO:0001217, UniParc:UPI0003348F84, UniRef:UniRef100_UPI0003348F84, UniRef:UniRef50_A0A0A8UWJ5, UniRef:UniRef90_Q5WZZ7
contig_6	cds	159125	159850	+	PGH39_10195	pqiC	ABC-type transport auxiliary lipoprotein component	COG:COG3009, COG:M, KEGG:K09857, RefSeq:WP_027264949.1, SO:0001217, UniParc:UPI0001E3C4B5, UniRef:UniRef100_A0A4T1E3N3, UniRef:UniRef50_A0A0W0UZG6, UniRef:UniRef90_Q5ZZ43
contig_6	cds	159951	160361	+	PGH39_10200	prfB	peptide chain release factor-like protein	COG:COG1186, COG:J, RefSeq:WP_011945420.1, SO:0001217, UniParc:UPI0001527758, UniRef:UniRef100_A0A378K4E3, UniRef:UniRef50_D3HK26, UniRef:UniRef90_Q5WZZ9
contig_6	cds	160628	161512	+	PGH39_10205	mutK	DUF808 domain-containing protein	COG:COG2354, COG:L, RefSeq:WP_027264950.1, SO:0001217, UniParc:UPI0001E3C4B4, UniRef:UniRef100_A0A378KCR8, UniRef:UniRef50_A0A140J999, UniRef:UniRef90_A0A140J999
contig_6	cds	161667	162122	+	PGH39_10210		PepSY domain-containing protein	RefSeq:WP_038837112.1, SO:0001217, UniParc:UPI0001E3C4B3, UniRef:UniRef100_A0A4T1E313, UniRef:UniRef50_A0A140J0R1, UniRef:UniRef90_Q5X001
contig_6	cds	162204	162977	-	PGH39_10215	frsA	osmotically inducible protein OsmC	COG:COG1073, COG:T, RefSeq:WP_027264952.1, SO:0001217, UniParc:UPI0001E3C4B2, UniRef:UniRef100_A0A378KC78, UniRef:UniRef50_Q47YQ1, UniRef:UniRef90_Q5X002
contig_6	cds	163477	164193	-	PGH39_10220		porin family protein	RefSeq:WP_072401540.1, SO:0001217, UniParc:UPI0001E3C4B1, UniRef:UniRef100_A0A4V4PB74, UniRef:UniRef50_A0A378JVV8, UniRef:UniRef90_Q5X003
contig_6	cds	164724	165143	+	PGH39_10225	yjbQ	secondary thiamine-phosphate synthase enzyme	COG:COG0432, COG:H, RefSeq:WP_038837164.1, SO:0001217, UniParc:UPI0001E3C4B0, UniRef:UniRef100_A0A378KAG8, UniRef:UniRef50_B4D027, UniRef:UniRef90_A0A3A6VNQ6
contig_6	cds	165281	166090	-	PGH39_10230		MBL fold metallo-hydrolase	RefSeq:WP_231945626.1, SO:0001217, UniParc:UPI00077070E0, UniRef:UniRef100_UPI00077070E0, UniRef:UniRef50_A0A1Z3HRQ7, UniRef:UniRef90_A0A140J995
contig_6	cds	166112	167089	-	PGH39_10235		hypothetical protein	RefSeq:WP_038837110.1, SO:0001217, UniParc:UPI0001E3C4AE, UniRef:UniRef100_A0A4V1ZI04, UniRef:UniRef50_Q5X005, UniRef:UniRef90_Q5X005
contig_6	cds	167400	167879	+	PGH39_10240		hypothetical protein	RefSeq:WP_038837108.1, SO:0001217, UniParc:UPI0001E3C4AC, UniRef:UniRef100_A0A4T1E300, UniRef:UniRef50_D3HK50, UniRef:UniRef90_Q5X006
contig_6	cds	168054	168266	+	PGH39_10245		DUF3423 domain-containing protein	RefSeq:WP_010945919.1, SO:0001217, UniParc:UPI0000442113, UniRef:UniRef100_A0A0C9P0Q6, UniRef:UniRef50_A0A0C9P0Q6, UniRef:UniRef90_A0A0C9P0Q6
contig_6	cds	168247	169008	+	PGH39_10250	map	type I methionyl aminopeptidase	COG:COG0024, COG:J, RefSeq:WP_038837106.1, SO:0001217, UniParc:UPI0001E3C4AB, UniRef:UniRef100_A0A4Q5NAG3, UniRef:UniRef50_A0A1E5JU38, UniRef:UniRef90_A0A378K592
contig_6	cds	169113	170201	+	PGH39_10255	eAL	EAL domain, c-di-GMP-specific phosphodiesterase class I (or its enzymatically inactive variant)	COG:COG2200, COG:T, RefSeq:WP_038837104.1, SO:0001217, UniParc:UPI0001E3C4AA, UniRef:UniRef100_A0A4Q5N6M7, UniRef:UniRef50_Q5X009, UniRef:UniRef90_Q5X009
contig_6	cds	170225	171103	+	PGH39_10260	pAS	GGDEF domain-containing protein	COG:COG2202, COG:T, RefSeq:WP_027228007.1, SO:0001217, UniParc:UPI0001E3C4A9, UniRef:UniRef100_A0A2S6F7L8, UniRef:UniRef50_A0A378K245, UniRef:UniRef90_A0A378K245
contig_6	cds	171450	172196	-	PGH39_10265		hypothetical protein	RefSeq:WP_038837100.1, SO:0001217, UniParc:UPI0001E3C4A8, UniRef:UniRef100_A0A4T1E304, UniRef:UniRef50_Q5X014, UniRef:UniRef90_Q5X014
